Skills,Education,Experience,ID,Category
"Desktop Publishing Software: Photoshop, Capture One, Lightroom
â€‹Strong Communication Skills","Associate of Science : Photography , 2012 Antonelli Institute of Art and Photography ï¼​ City , State Excelled in course work related to:Fashion",Product Photographer,21007083,APPAREL
Retail inventory,"1989 Diploma : Phoenix Sr. High - General Studies City , State , usa GPA: at Phoenix High School 1985 Sep - 1989 Jun Received Deans Award",in all aspects,30430249,APPAREL
and knowledge to advance the performance and profitability of that,", training, and monitoring of daily in-field performance.","as a Supervisor/Manager of personnel, products, and budgets.",27176039,APPAREL
"approach, Backhoe, Bobcat, budgets, budget, building codes, carpentry, cash register, closing, Basic computer skills, content, credit, delivery,",High School Diploma : 2013,"Grocery Clerk , 07/2012 to 05/2014",35571205,APPAREL
". Proficiency in sales, problem resolution, ticketing experience and strong",al Background,and strong,31225895,APPAREL
Organized,Bachelor of Arts : Sociology 1996,,71767359,APPAREL
"Adobe Photoshop, budget, client, clients, design software, facility maintenance, inventory, multitasking, product design, quality, quality assurance,",2005,August 2013,27694040,APPAREL
all while maintaining prestigious,"and Training Wayne County Community College District | City , State Some College (No Degree)","Company Name | City , State Head Hostess 03/2018 - Current",26691587,APPAREL
Computer-Aided Design (CAD),"FIDM/Fashion Institute Of Design & Merchandising City , State 2013 Bachelor's : Fashion Design",,13807808,APPAREL
Valued team player,"High School Diploma : Business and Marketing , 1997 Ocean Lakes High School ï¼​ City , State Attended Professional Marketing and",Enrolled Agent / Tax Accountant / Office Manager,25543217,APPAREL
Contract negotiation Self-directed,and Training,"Associate Merchant 06/2015 to Current Company Name City , State",26586477,APPAREL
through detailed documentation of clients and follow ups,"2015 Blanche MacDonald Centre ï¼​ City , State , Canada Diploma Global Makeup Artistry","Beauty Advisor, Makeup Artist , 07/2015 ï¼​ 12/2015 Company Name ï¼​ City , State",16500168,APPAREL
"MS Office, MRP/ERP Systems, PO Systems, Data Warehouses",May 2011,02/2014 to Current,83566455,APPAREL
"assembly, cold calling, community relations, Corel software, customer service, delivery, edge, forklift, frame, framing, information technology,","High School Diploma : General Studies , 1996 Terre Haute North ï¼​ City , State , United States",Computer proficient,56025640,APPAREL
in Operation Management and Industrial Engineering with a passion to increase,"Master of Business of Administration Degree , Management 8 2012 University of Phoenix ï¼​ City , State , United State GPA: GPA: 3.7",and management skills in Operation Management and Industrial Engineering with a passion to increase,20905088,APPAREL
"Electrical Maintenance skills including AC Motors, sensors, and controls.",and Training,"specializing conveyor equipment, sortation systems,",19070271,APPAREL
.,"and Training
1988
High School Diploma Pocola High School ï¼​ City , State , LeFlore",01/2014 to Current,22249155,APPAREL
looking to obtain an internship or full-time position,and work experience while gaining valuable work experience in a team-oriented work environment.,while gaining valuable work experience in a team-oriented work environment.,11409460,APPAREL
"Ads, Apple, budgeting, budgets, business development, cash flow, contracts, CPR, customer service, special events, financial, First Aid,",on financial issues impacting budgets Market brand,with Facebook Analytics & Ads,91026230,APPAREL
"Sales, Award, Clients, Marketing, Market Share, Model-view-presenter, Mvp, New Sales, Sales Consultant, Sales For, Solutions, Retail, Retail","Bachelor's : Marketing University of Nebraska ï¼​ City , State , US Bachelor's Degree, Marketing May 2003 University of Nebraska - Lincoln,",Sales Consultant,26046878,APPAREL
by working with a dedicated and innovative team of designers and fashion,Coursework in : SOCIAL MEDIA MARKETING 2016 Fashion Institute of Technology City,in the fashion field in Argentina to benefit the company and its clients.,15154822,APPAREL
"20+ years in Retail management, buying, marketing, and merchandising","BA , Liberal Studies Society, Ethics, and Human Behavior 2001, 2011 UNIVERSITY OF WASHINGTON - City , State GPA: Dean's list",Sr. Merchandising Audience Lead Microsoft US Online Store Oct 2012 to Current,37750854,APPAREL
. Works well with people.,"Associate of Applied Science : Graphic Arts ROBERT MORRIS COLLEGE ï¼​ City , State , USA",Specialist for Women's & Children's apparel,27091280,APPAREL
"MS Windows, Word, Excel, PowerPoint, Outlook and MAC, Lexis Nexis, Soarian and MediNotes EMR",and Training,"Coordinating Manager 09/2013 to Current Company Name City , State",21570485,APPAREL
". Experienced in picking orders, assembling pallets",and Training,"in picking orders, assembling pallets",99806115,APPAREL
"administrative support, benefits, budget and planning, budgets, budget, clerical, coaching, client, clients, database, direction, special events, FSA,",will allow me to make an immediate contribution as an integral,and education will allow me to make an immediate contribution as an integral,56151548,APPAREL
"Computerized Accounting, Accounts Receivables, administrative functions, Administrative support, Adobe Acrobat, Adobe Illustrator,",Associate : Applied Science Applied Science,in client relations,43852883,APPAREL
".
02/2007 to 04/2008",al Background,in fashion and design,24516163,APPAREL
"with extensive luxury retail sales experience, focused on client development and","Bachelor of Arts : Graphic Arts/ Business Loyola University ï¼​ City , State",focused on client development and,13386301,APPAREL
"Enthusiastic, friendly, and personable","BBA , Marketing 2019 DePaul University ï¼​ City , State",Stylist Apr 2015 to Current,50324968,APPAREL
", also able to strategized and prioritize",and Training,Apparel Associate Aug 2017 to Current,24533931,APPAREL
Skilled divorce mediator,"J.D : Law, cum laud, rank 11th , 1983 Cleveland-Marshall College of Law, Cleve. State Univ - City , State GPA: cum laud, rank 11th% Cleve.",Owner/Attorney and Mediator,26098594,APPAREL
"such as color, shape, number and letter recognition, personal hygiene, and social skills.","High School Diploma : Jun 2015 Oldham County High School ï¼​ City , State , United States","in customer service, and talking to parents and children. I consider myself a",12668625,APPAREL
"CLERICAL, CLIENTELE, DATA ENTRY, DATA BASE, FASHION, INTERIOR DESIGN, INVENTORY, MARKETING, OFFICE,","ASSOCIATE OF ARTS : ASSOCIATE OF ARTS 2010 COLUMBUS STATE COMMUNITY COLLEGE City , State , USA",Professional standing fashion model,24989856,APPAREL
Master at executing and enhancing Game-plans,"High School Diploma : General Studies , 2000 Mount Everett Regional High School ï¼​ City , State , USA","Retail Sales Manager, known for hiring and training solid, long-term staff, adept at problem solving, who posses a strong background",11232471,APPAREL
"Graphic design, composition & illustration","Bachelor of Arts : Fine Arts , 2017",My interdisciplinary studies in art have taught me to approach my work with a contextualized perspective and ingenuity.,25142074,APPAREL
", including meeting facilitation and presentations Strong ability to",2007,2 additional years' experience required in lieu of a degree Demonstrated knowledge of product processes Proven experience in,30344127,APPAREL
